path,hit
0,0
1,0
2,0
3,12
4,2245
5,0
6,2995
7,750
8,931
9,0
10,2236
11,0
12,5
13,1
14,0
15,132
16,129
17,128
18,370
19,0
20,0
21,0
22,0
23,66
24,0
25,0
26,0
27,0
28,714
29,0
30,0
31,711
32,0
33,1716
34,511
35,0
36,1
37,1
38,2229
39,1190
40,1106
41,3
42,0
43,1
44,3
45,1117
46,3
47,0
48,1483
49,0
50,1076
51,0
52,1
53,1
54,0
55,0
56,0
57,2196
58,0
59,0
60,0
61,0
62,1
63,455
64,741
65,0
66,741
67,0
68,0
69,1077
70,1
71,1
72,0
73,0
74,2
75,2
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,65
91,389
92,7454
93,2
94,3
95,1
96,0
97,0
98,0
99,0
