path,hit
0,0
1,0
2,0
3,12
4,1696
5,0
6,2263
7,567
8,725
9,0
10,1687
11,0
12,5
13,1
14,0
15,100
16,97
17,96
18,291
19,0
20,0
21,0
22,0
23,50
24,0
25,0
26,0
27,0
28,525
29,0
30,0
31,522
32,0
33,1295
34,383
35,0
36,1
37,1
38,1696
39,912
40,844
41,3
42,0
43,1
44,3
45,855
46,3
47,0
48,1117
49,0
50,808
51,0
52,1
53,1
54,0
55,0
56,0
57,1641
58,0
59,0
60,0
61,0
62,1
63,343
64,558
65,0
66,558
67,0
68,0
69,809
70,1
71,1
72,0
73,0
74,2
75,2
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,49
91,293
92,5617
93,2
94,3
95,1
96,0
97,0
98,0
99,0
