path,hit
0,0
1,0
2,0
3,12
4,958
5,0
6,1277
7,319
8,390
9,0
10,947
11,0
12,6
13,1
14,0
15,56
16,53
17,52
18,142
19,0
20,0
21,0
22,0
23,53
24,0
25,0
26,0
27,0
28,293
29,0
30,0
31,291
32,0
33,731
34,209
35,0
36,1
37,1
38,1010
39,507
40,451
41,3
42,0
43,1
44,3
45,461
46,2
47,0
48,624
49,0
50,431
51,0
52,1
53,1
54,0
55,0
56,0
57,917
58,0
59,0
60,0
61,0
62,1
63,217
64,312
65,0
66,312
67,0
68,0
69,432
70,1
71,1
72,0
73,0
74,2
75,2
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,27
91,216
92,3175
93,2
94,2
95,1
96,0
97,0
98,0
99,0
