path,hit
0,0
1,0
2,0
3,12
4,778
5,0
6,1037
7,259
8,73
9,0
10,767
11,0
12,261
13,2
14,0
15,46
16,43
17,42
18,5
19,0
20,0
21,0
22,0
23,23
24,0
25,0
26,0
27,0
28,2
29,0
30,0
31,0
32,0
33,593
34,167
35,0
36,1
37,1
38,632
39,31
40,254
41,3
42,0
43,1
44,3
45,263
46,2
47,0
48,504
49,0
50,2
51,0
52,1
53,1
54,0
55,0
56,0
57,506
58,0
59,0
60,0
61,0
62,1
63,137
64,252
65,0
66,252
67,0
68,0
69,3
70,1
71,1
72,0
73,0
74,2
75,2
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,23
91,115
92,911
93,2
94,2
95,1
96,0
97,0
98,0
99,0
