path,hit
0,0
1,0
2,0
3,12
4,1774
5,0
6,2366
7,592
8,812
9,0
10,1764
11,0
12,5
13,1
14,0
15,108
16,103
17,102
18,305
19,0
20,0
21,0
22,0
23,104
24,0
25,0
26,0
27,0
28,562
29,0
30,0
31,559
32,0
33,1346
34,407
35,0
36,1
37,1
38,1981
39,1003
40,883
41,3
42,0
43,1
44,3
45,894
46,3
47,0
48,1166
49,0
50,859
51,0
52,1
53,1
54,0
55,0
56,0
57,1728
58,0
59,0
60,0
61,0
62,1
63,473
64,583
65,0
66,583
67,0
68,0
69,860
70,1
71,1
72,0
73,0
74,2
75,2
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,58
91,470
92,6045
93,3
94,3
95,1
96,0
97,0
98,0
99,0
